month,scheme_name,avg_nav,min_nav,max_nav
2025-02,Axis Small Cap Fund - Regular - Growth,79.641,76.6357,84.8991
2025-02,DSP Midcap Fund - Regular - Growth,211.15,208.0271,216.3077
2025-02,DSP Small Cap Fund - Regular - Growth,143.6851,138.4644,150.6865
2025-02,DSP Top 100 Equity Fund - Regular - Growth,493.2605,485.6604,501.5657
2025-02,HDFC Mid-Cap Opportunities Fund - Direct - Growth,154.0097,149.3363,163.1294
2025-02,HDFC Mid-Cap Opportunities Fund - Regular - Growth,233.481,227.4565,242.1923
2025-02,HDFC Short Term Debt Fund - Regular - Growth,29.8482,29.5071,30.1061
2025-02,HDFC Top 100 Fund - Direct Plan - Growth,631.9353,180.504,806.4566
2025-02,HDFC Top 100 Fund - Regular Plan - Growth,602.4776,570.8787,626.9322
2025-02,ICICI Pru Bluechip Fund - Direct - Growth,116.0229,114.1697,119.3185
2025-02,ICICI Pru Bluechip Fund - Regular - Growth,111.5949,101.0307,117.3837
2025-02,ICICI Pru Liquid Fund - Regular - Growth,355.1865,354.2157,356.3374
2025-02,ICICI Pru Midcap Fund - Regular - Growth,313.3981,291.339,340.1644
2025-02,ICICI Pru Value Discovery Fund - Regular - Growth,276.5529,268.7839,282.9235
2025-02,Kotak Bluechip Fund - Regular - Growth,335.9365,229.4658,381.1463
2025-02,Kotak Emerging Equity Fund - Regular - Growth,68.2434,65.9055,71.1204
2025-02,Kotak Flexicap Fund - Regular - Growth,134.8373,129.9082,137.4039
2025-02,Kotak Liquid Fund - Regular - Growth,3903.2893,3894.3839,3913.9883
2025-02,Mirae Asset Emerging Bluechip Fund - Regular - Growth,168.8407,165.2211,172.8997
2025-02,Mirae Asset Large Cap Fund - Regular - Growth,164.5599,160.1241,170.0853
2025-02,Mirae Asset Tax Saver Fund - Regular - Growth,62.1645,60.4457,64.9698
2025-02,Nippon India ETF Nifty 50 BeES,259.2101,256.3353,262.0383
2025-02,Nippon India Gilt Securities Fund - Regular - Growth,34.0903,33.6125,34.3409
2025-02,Nippon India Large Cap Fund - Direct - Growth,66.0642,64.9487,67.8794
2025-02,Nippon India Large Cap Fund - Regular - Growth,84.1598,76.7643,105.2367
2025-02,Nippon India Small Cap Fund - Regular - Growth,116.3824,110.5956,123.3702
2025-02,SBI Bluechip Fund - Direct Plan - Growth,124.456,118.5049,127.687
2025-02,SBI Bluechip Fund - Regular Plan - Growth,86.0436,76.9921,110.2349
2025-02,SBI Magnum Gilt Fund - Regular Plan - Growth,50.715,50.3487,50.9751
2025-02,SBI Small Cap Fund - Direct Plan - Growth,108.6474,100.8452,112.35
2025-02,SBI Small Cap Fund - Regular Plan - Growth,203.6918,197.1734,212.4539
2025-02,UTI Flexi Cap Fund - Regular - Growth,295.5491,289.0753,300.7683
2025-02,UTI Mid Cap Fund - Regular - Growth,156.7286,149.3496,160.907
2025-02,UTI Nifty 50 Index Fund - Regular - Growth,141.5923,138.6319,144.7596
2025-01,ABSL Frontline Equity Fund - Regular - Growth,461.9963,447.9624,481.0632
2025-01,ABSL Liquid Fund - Regular - Growth,375.5145,375.0846,376.2258
2025-01,ABSL Small Cap Fund - Regular - Growth,72.0393,69.1474,75.727
2025-01,Axis Bluechip Fund - Direct - Growth,45.4792,44.679,46.2594
2025-01,Axis Bluechip Fund - Regular - Growth,1251.3085,47.6384,5994.9936
2025-01,Axis Midcap Fund - Regular - Growth,155.3797,148.4384,169.7683
2025-01,Axis Small Cap Fund - Regular - Growth,78.7977,75.8997,81.8619
2025-01,DSP Midcap Fund - Regular - Growth,218.593,212.3062,227.2178
2025-01,DSP Small Cap Fund - Regular - Growth,134.5507,120.0806,149.285
2025-01,DSP Top 100 Equity Fund - Regular - Growth,475.6912,454.2515,498.6144
2025-01,HDFC Mid-Cap Opportunities Fund - Direct - Growth,151.2411,147.3513,156.7136
2025-01,HDFC Mid-Cap Opportunities Fund - Regular - Growth,248.5486,242.638,255.5938
2025-01,HDFC Short Term Debt Fund - Regular - Growth,29.6838,29.4417,29.8502
2025-01,HDFC Top 100 Fund - Direct Plan - Growth,630.2475,178.3073,788.5038
2025-01,HDFC Top 100 Fund - Regular Plan - Growth,589.0825,568.3745,610.4627
2025-01,ICICI Pru Bluechip Fund - Direct - Growth,112.8867,108.162,116.8544
2025-01,ICICI Pru Bluechip Fund - Regular - Growth,106.337,100.0834,111.6365
2025-01,ICICI Pru Liquid Fund - Regular - Growth,352.538,351.191,353.9423
2025-01,ICICI Pru Midcap Fund - Regular - Growth,291.2255,280.1501,299.4292
2025-01,ICICI Pru Value Discovery Fund - Regular - Growth,261.4502,253.3474,271.0468
2025-01,Kotak Bluechip Fund - Regular - Growth,351.8751,226.6597,399.9266
2025-01,Kotak Emerging Equity Fund - Regular - Growth,70.548,65.184,74.1254
2025-01,Kotak Flexicap Fund - Regular - Growth,131.136,127.9567,134.4104
2025-01,Kotak Liquid Fund - Regular - Growth,3888.8832,3880.2218,3897.0674
2025-01,Mirae Asset Emerging Bluechip Fund - Regular - Growth,166.686,162.0247,172.5206
2025-01,Mirae Asset Large Cap Fund - Regular - Growth,169.1244,164.1035,173.5528
2025-01,Mirae Asset Tax Saver Fund - Regular - Growth,58.1011,56.1914,61.3685
2025-01,Nippon India ETF Nifty 50 BeES,249.9619,242.7657,256.5395
2025-01,Nippon India Gilt Securities Fund - Regular - Growth,34.5012,34.1953,34.6988
2025-01,Nippon India Large Cap Fund - Direct - Growth,62.3918,58.6266,65.4145
2025-01,Nippon India Large Cap Fund - Regular - Growth,82.551,75.2004,105.5389
2025-01,Nippon India Small Cap Fund - Regular - Growth,109.2668,103.4471,113.5953
2025-01,SBI Bluechip Fund - Direct Plan - Growth,119.3895,115.9399,121.7015
2025-01,SBI Bluechip Fund - Regular Plan - Growth,83.353,75.2441,110.211
2025-01,SBI Magnum Gilt Fund - Regular Plan - Growth,51.0958,50.8187,51.6458
2025-01,SBI Small Cap Fund - Direct Plan - Growth,103.4334,99.3572,108.0705
2025-01,SBI Small Cap Fund - Regular Plan - Growth,199.2239,190.5533,213.3166
2025-01,UTI Flexi Cap Fund - Regular - Growth,288.8198,275.4237,298.5751
2025-01,UTI Mid Cap Fund - Regular - Growth,164.3077,159.6459,169.8164
2025-01,UTI Nifty 50 Index Fund - Regular - Growth,141.2139,138.7325,143.6782
2024-12,ABSL Frontline Equity Fund - Regular - Growth,457.2508,441.5858,471.9516
2024-12,ABSL Liquid Fund - Regular - Growth,373.8201,372.7631,375.2243
2024-12,ABSL Small Cap Fund - Regular - Growth,71.9597,68.8738,77.6921
2024-12,Axis Bluechip Fund - Direct - Growth,47.3537,45.3987,49.5748
2024-12,Axis Bluechip Fund - Regular - Growth,1717.2489,47.4366,5580.6696
2024-12,Axis Midcap Fund - Regular - Growth,150.7076,145.1229,157.4848
2024-12,Axis Small Cap Fund - Regular - Growth,75.3824,72.9025,78.4001
2024-12,DSP Midcap Fund - Regular - Growth,201.6945,194.3116,215.522
2024-12,DSP Small Cap Fund - Regular - Growth,128.4294,125.1137,131.3062
2024-12,DSP Top 100 Equity Fund - Regular - Growth,450.4029,431.2925,460.9549
2024-12,HDFC Mid-Cap Opportunities Fund - Direct - Growth,156.5599,151.8123,163.3372
2024-12,HDFC Mid-Cap Opportunities Fund - Regular - Growth,247.6595,240.4008,255.4017
2024-12,HDFC Short Term Debt Fund - Regular - Growth,29.5595,29.2373,29.8716
2024-12,HDFC Top 100 Fund - Direct Plan - Growth,586.1694,164.2106,789.2852
2024-12,HDFC Top 100 Fund - Regular Plan - Growth,588.1106,580.1441,594.98
2024-12,ICICI Pru Bluechip Fund - Direct - Growth,110.6514,108.9032,113.3055
2024-12,ICICI Pru Bluechip Fund - Regular - Growth,102.9934,88.4978,110.5163
2024-12,ICICI Pru Liquid Fund - Regular - Growth,350.6732,349.8325,351.1851
2024-12,ICICI Pru Midcap Fund - Regular - Growth,318.7701,296.8127,335.0644
2024-12,ICICI Pru Value Discovery Fund - Regular - Growth,266.2426,251.715,271.892
2024-12,Kotak Bluechip Fund - Regular - Growth,351.0655,211.1379,407.7866
2024-12,Kotak Emerging Equity Fund - Regular - Growth,63.8818,62.0495,65.7934
2024-12,Kotak Flexicap Fund - Regular - Growth,131.2705,128.629,133.6431
2024-12,Kotak Liquid Fund - Regular - Growth,3865.677,3852.5235,3877.988
2024-12,Mirae Asset Emerging Bluechip Fund - Regular - Growth,171.7837,162.035,176.5506
2024-12,Mirae Asset Large Cap Fund - Regular - Growth,160.0411,152.3499,166.5811
2024-12,Mirae Asset Tax Saver Fund - Regular - Growth,59.0832,56.9926,60.964
2024-12,Nippon India ETF Nifty 50 BeES,247.9034,244.2954,255.0939
2024-12,Nippon India Gilt Securities Fund - Regular - Growth,34.6997,34.4393,34.889
2024-12,Nippon India Large Cap Fund - Direct - Growth,57.4783,56.3734,58.7739
2024-12,Nippon India Large Cap Fund - Regular - Growth,83.0751,77.4018,100.2373
2024-12,Nippon India Small Cap Fund - Regular - Growth,107.2487,104.8308,110.9071
2024-12,SBI Bluechip Fund - Direct Plan - Growth,117.1077,113.8063,121.3743
2024-12,SBI Bluechip Fund - Regular Plan - Growth,84.552,70.8416,110.1246
2024-12,SBI Magnum Gilt Fund - Regular Plan - Growth,51.2513,51.0184,51.5519
2024-12,SBI Small Cap Fund - Direct Plan - Growth,101.098,97.0296,103.7246
2024-12,SBI Small Cap Fund - Regular Plan - Growth,189.2127,176.0189,205.9189
2024-12,UTI Flexi Cap Fund - Regular - Growth,267.4887,262.2063,277.4018
2024-12,UTI Mid Cap Fund - Regular - Growth,159.8479,154.2082,165.7019
2024-12,UTI Nifty 50 Index Fund - Regular - Growth,130.4311,125.894,137.693
2024-11,ABSL Frontline Equity Fund - Regular - Growth,449.9358,437.1815,463.5208
2024-11,ABSL Liquid Fund - Regular - Growth,372.0613,371.0081,372.9538
2024-11,ABSL Small Cap Fund - Regular - Growth,77.2601,74.36,80.3517
2024-11,Axis Bluechip Fund - Direct - Growth,48.0818,46.4566,49.4938
2024-11,Axis Bluechip Fund - Regular - Growth,1532.4213,48.6614,5580.1419
2024-11,Axis Midcap Fund - Regular - Growth,159.1344,151.6591,167.3747
2024-11,Axis Small Cap Fund - Regular - Growth,80.8844,75.4933,84.981
2024-11,DSP Midcap Fund - Regular - Growth,193.4421,187.7426,204.2892
2024-11,DSP Small Cap Fund - Regular - Growth,127.2943,123.449,130.8913
2024-11,DSP Top 100 Equity Fund - Regular - Growth,464.3796,454.0561,473.6919
2024-11,HDFC Mid-Cap Opportunities Fund - Direct - Growth,153.4826,148.6059,159.3343
2024-11,HDFC Mid-Cap Opportunities Fund - Regular - Growth,240.7237,234.2063,251.1777
2024-11,HDFC Short Term Debt Fund - Regular - Growth,29.4563,29.2917,29.5474
2024-11,HDFC Top 100 Fund - Direct Plan - Growth,607.8566,163.7165,779.9421
2024-11,HDFC Top 100 Fund - Regular Plan - Growth,564.8709,550.7883,578.8713
2024-11,ICICI Pru Bluechip Fund - Direct - Growth,112.2477,108.3563,114.2529
2024-11,ICICI Pru Bluechip Fund - Regular - Growth,104.4266,88.8697,110.2456
2024-11,ICICI Pru Liquid Fund - Regular - Growth,348.4657,347.4488,349.6418
2024-11,ICICI Pru Midcap Fund - Regular - Growth,332.663,323.2097,342.2772
2024-11,ICICI Pru Value Discovery Fund - Regular - Growth,270.923,262.0478,275.553
2024-11,Kotak Bluechip Fund - Regular - Growth,365.6441,210.0325,418.0892
2024-11,Kotak Emerging Equity Fund - Regular - Growth,67.1472,64.9835,68.9571
2024-11,Kotak Flexicap Fund - Regular - Growth,130.526,122.668,136.7367
2024-11,Kotak Liquid Fund - Regular - Growth,3842.6086,3837.2368,3851.1668
2024-11,Mirae Asset Emerging Bluechip Fund - Regular - Growth,176.5952,174.513,178.1309
2024-11,Mirae Asset Large Cap Fund - Regular - Growth,147.8452,138.6445,154.0228
2024-11,Mirae Asset Tax Saver Fund - Regular - Growth,61.0328,59.958,62.1819
2024-11,Nippon India ETF Nifty 50 BeES,255.3982,246.8101,260.6285
2024-11,Nippon India Gilt Securities Fund - Regular - Growth,34.6797,34.2375,34.8868
2024-11,Nippon India Large Cap Fund - Direct - Growth,59.2711,57.5729,60.8258
2024-11,Nippon India Large Cap Fund - Regular - Growth,82.2524,76.5583,99.6289
2024-11,Nippon India Small Cap Fund - Regular - Growth,109.6154,103.0314,115.1901
2024-11,SBI Bluechip Fund - Direct Plan - Growth,116.5676,114.6537,119.4395
2024-11,SBI Bluechip Fund - Regular Plan - Growth,81.3012,68.9013,110.12
2024-11,SBI Magnum Gilt Fund - Regular Plan - Growth,51.691,51.317,52.0543
2024-11,SBI Small Cap Fund - Direct Plan - Growth,115.3163,101.9464,128.9745
2024-11,SBI Small Cap Fund - Regular Plan - Growth,186.5982,181.2952,192.0819
2024-11,UTI Flexi Cap Fund - Regular - Growth,264.6618,257.1775,269.4209
2024-11,UTI Mid Cap Fund - Regular - Growth,157.5242,151.4224,161.9227
2024-11,UTI Nifty 50 Index Fund - Regular - Growth,129.5195,127.4958,132.6091
2024-10,ABSL Frontline Equity Fund - Regular - Growth,427.2909,419.7055,435.1249
2024-10,ABSL Liquid Fund - Regular - Growth,370.1146,368.9107,371.0047
2024-10,ABSL Small Cap Fund - Regular - Growth,71.3383,66.4999,75.2092
2024-10,Axis Bluechip Fund - Direct - Growth,48.4536,47.545,49.4739
2024-10,Axis Bluechip Fund - Regular - Growth,1431.7637,49.4898,5579.1651
2024-10,Axis Midcap Fund - Regular - Growth,138.7141,124.107,152.9671
2024-10,Axis Small Cap Fund - Regular - Growth,78.51,73.5152,84.1202
2024-10,DSP Midcap Fund - Regular - Growth,186.591,177.0917,192.0434
2024-10,DSP Small Cap Fund - Regular - Growth,131.7627,120.1821,142.4244
2024-10,DSP Top 100 Equity Fund - Regular - Growth,478.8565,471.1693,487.0983
2024-10,HDFC Mid-Cap Opportunities Fund - Direct - Growth,154.2117,152.1073,157.8918
2024-10,HDFC Mid-Cap Opportunities Fund - Regular - Growth,246.7036,237.2095,255.5729
2024-10,HDFC Short Term Debt Fund - Regular - Growth,29.276,28.9967,29.4964
2024-10,HDFC Top 100 Fund - Direct Plan - Growth,615.7638,162.7562,790.19
2024-10,HDFC Top 100 Fund - Regular Plan - Growth,551.1506,536.6,565.2797
2024-10,ICICI Pru Bluechip Fund - Direct - Growth,109.0321,106.6183,113.6516
2024-10,ICICI Pru Bluechip Fund - Regular - Growth,99.7203,88.6949,110.2257
2024-10,ICICI Pru Liquid Fund - Regular - Growth,346.3447,345.4177,347.594
2024-10,ICICI Pru Midcap Fund - Regular - Growth,325.7212,301.1758,342.4337
2024-10,ICICI Pru Value Discovery Fund - Regular - Growth,270.0351,260.7769,277.4143
2024-10,Kotak Bluechip Fund - Regular - Growth,373.0344,208.8334,420.5491
2024-10,Kotak Emerging Equity Fund - Regular - Growth,63.8596,60.8608,66.6967
2024-10,Kotak Flexicap Fund - Regular - Growth,111.6263,101.4531,122.0688
2024-10,Kotak Liquid Fund - Regular - Growth,3825.964,3816.6078,3835.7146
2024-10,Mirae Asset Emerging Bluechip Fund - Regular - Growth,176.6711,173.2218,180.7975
2024-10,Mirae Asset Large Cap Fund - Regular - Growth,132.5379,130.3807,137.8986
2024-10,Mirae Asset Tax Saver Fund - Regular - Growth,58.3709,57.0334,59.617
2024-10,Nippon India ETF Nifty 50 BeES,248.5972,242.6117,255.3801
2024-10,Nippon India Gilt Securities Fund - Regular - Growth,33.7006,33.0927,34.1219
2024-10,Nippon India Large Cap Fund - Direct - Growth,59.9734,56.4458,62.6169
2024-10,Nippon India Large Cap Fund - Regular - Growth,78.2219,69.9433,99.546
2024-10,Nippon India Small Cap Fund - Regular - Growth,109.0616,105.5909,113.4996
2024-10,SBI Bluechip Fund - Direct Plan - Growth,115.354,113.595,117.3227
2024-10,SBI Bluechip Fund - Regular Plan - Growth,81.1635,70.8942,108.7512
2024-10,SBI Magnum Gilt Fund - Regular Plan - Growth,52.1138,51.9384,52.3178
2024-10,SBI Small Cap Fund - Direct Plan - Growth,123.5735,120.0129,127.2309
2024-10,SBI Small Cap Fund - Regular Plan - Growth,195.1034,186.3659,206.2289
2024-10,UTI Flexi Cap Fund - Regular - Growth,254.3716,249.9661,258.516
2024-10,UTI Mid Cap Fund - Regular - Growth,155.1245,148.462,159.8581
2024-10,UTI Nifty 50 Index Fund - Regular - Growth,132.3141,128.0575,135.532
2024-09,ABSL Frontline Equity Fund - Regular - Growth,434.5145,425.5805,443.2268
2024-09,ABSL Liquid Fund - Regular - Growth,368.1807,367.1166,368.9379
2024-09,ABSL Small Cap Fund - Regular - Growth,64.6675,63.0028,66.988
2024-09,Axis Bluechip Fund - Direct - Growth,47.5304,45.8573,49.1559
2024-09,Axis Bluechip Fund - Regular - Growth,1525.6025,48.4425,5578.25
2024-09,Axis Midcap Fund - Regular - Growth,134.4541,124.1112,140.9738
2024-09,Axis Small Cap Fund - Regular - Growth,74.604,72.8644,77.0702
2024-09,DSP Midcap Fund - Regular - Growth,167.9615,155.0198,179.612
2024-09,DSP Small Cap Fund - Regular - Growth,141.2471,137.6791,144.6915
2024-09,DSP Top 100 Equity Fund - Regular - Growth,468.5923,461.2321,477.7311
2024-09,HDFC Mid-Cap Opportunities Fund - Direct - Growth,145.0227,136.0363,155.3195
2024-09,HDFC Mid-Cap Opportunities Fund - Regular - Growth,232.317,225.5205,240.2657
2024-09,HDFC Short Term Debt Fund - Regular - Growth,29.2366,29.044,29.4022
2024-09,HDFC Top 100 Fund - Direct Plan - Growth,599.1706,162.8311,798.0478
2024-09,HDFC Top 100 Fund - Regular Plan - Growth,583.0442,564.0792,609.337
2024-09,ICICI Pru Bluechip Fund - Direct - Growth,111.3257,108.7261,113.6879
2024-09,ICICI Pru Bluechip Fund - Regular - Growth,97.5758,88.7379,110.5143
2024-09,ICICI Pru Liquid Fund - Regular - Growth,344.4031,343.3923,345.3943
2024-09,ICICI Pru Midcap Fund - Regular - Growth,302.3282,286.0245,312.0338
2024-09,ICICI Pru Value Discovery Fund - Regular - Growth,270.9919,266.9256,278.2186
2024-09,Kotak Bluechip Fund - Regular - Growth,366.0063,208.2746,424.9886
2024-09,Kotak Emerging Equity Fund - Regular - Growth,65.4981,62.8384,67.4094
2024-09,Kotak Flexicap Fund - Regular - Growth,95.4004,92.7583,99.7945
2024-09,Kotak Liquid Fund - Regular - Growth,3810.2149,3804.759,3816.9597
2024-09,Mirae Asset Emerging Bluechip Fund - Regular - Growth,171.4555,168.9363,175.6397
2024-09,Mirae Asset Large Cap Fund - Regular - Growth,130.6074,128.3864,132.2791
2024-09,Mirae Asset Tax Saver Fund - Regular - Growth,58.6887,56.9871,60.4561
2024-09,Nippon India ETF Nifty 50 BeES,247.1384,238.5848,254.0992
2024-09,Nippon India Gilt Securities Fund - Regular - Growth,33.0281,32.8965,33.2476
2024-09,Nippon India Large Cap Fund - Direct - Growth,61.7609,60.3168,62.6907
2024-09,Nippon India Large Cap Fund - Regular - Growth,78.7056,71.8658,99.5074
2024-09,Nippon India Small Cap Fund - Regular - Growth,112.9162,107.6079,121.9784
2024-09,SBI Bluechip Fund - Direct Plan - Growth,112.7783,109.0369,116.1201
2024-09,SBI Bluechip Fund - Regular Plan - Growth,82.3533,71.53,109.2569
2024-09,SBI Magnum Gilt Fund - Regular Plan - Growth,52.2342,51.8872,52.5004
2024-09,SBI Small Cap Fund - Direct Plan - Growth,126.9948,124.3425,129.6308
2024-09,SBI Small Cap Fund - Regular Plan - Growth,214.9667,207.4344,223.1018
2024-09,UTI Flexi Cap Fund - Regular - Growth,257.2304,243.3345,270.8248
2024-09,UTI Mid Cap Fund - Regular - Growth,161.1352,156.6153,164.0941
2024-09,UTI Nifty 50 Index Fund - Regular - Growth,127.0389,125.1925,129.0124
2024-08,ABSL Frontline Equity Fund - Regular - Growth,421.5311,410.0163,437.3235
2024-08,ABSL Liquid Fund - Regular - Growth,366.6059,365.9128,367.3742
2024-08,ABSL Small Cap Fund - Regular - Growth,60.5173,57.5204,65.4271
2024-08,Axis Bluechip Fund - Direct - Growth,45.9028,44.9626,46.6773
2024-08,Axis Bluechip Fund - Regular - Growth,1470.1305,49.5506,5544.3048
2024-08,Axis Midcap Fund - Regular - Growth,132.9418,126.1516,139.7033
2024-08,Axis Small Cap Fund - Regular - Growth,73.2403,71.8125,75.0799
2024-08,DSP Midcap Fund - Regular - Growth,151.946,145.0049,156.8776
2024-08,DSP Small Cap Fund - Regular - Growth,140.7656,134.9433,150.0434
2024-08,DSP Top 100 Equity Fund - Regular - Growth,488.8569,468.2437,502.1568
2024-08,HDFC Mid-Cap Opportunities Fund - Direct - Growth,137.7414,135.3693,140.0869
2024-08,HDFC Mid-Cap Opportunities Fund - Regular - Growth,226.8977,220.8089,233.9016
2024-08,HDFC Short Term Debt Fund - Regular - Growth,29.0233,28.8784,29.1478
2024-08,HDFC Top 100 Fund - Direct Plan - Growth,630.6344,162.5916,811.9229
2024-08,HDFC Top 100 Fund - Regular Plan - Growth,630.2416,604.1821,659.3693
2024-08,ICICI Pru Bluechip Fund - Direct - Growth,114.5665,112.2903,118.2404
2024-08,ICICI Pru Bluechip Fund - Regular - Growth,94.4947,88.4806,109.2294
2024-08,ICICI Pru Liquid Fund - Regular - Growth,342.0722,340.747,343.3646
2024-08,ICICI Pru Midcap Fund - Regular - Growth,298.184,289.9682,307.8698
2024-08,ICICI Pru Value Discovery Fund - Regular - Growth,275.7476,271.7396,279.8169
2024-08,Kotak Bluechip Fund - Regular - Growth,357.4138,207.5449,411.8501
2024-08,Kotak Emerging Equity Fund - Regular - Growth,62.3978,61.139,64.4181
2024-08,Kotak Flexicap Fund - Regular - Growth,94.3271,91.1415,97.0709
2024-08,Kotak Liquid Fund - Regular - Growth,3796.9491,3789.2308,3804.765
2024-08,Mirae Asset Emerging Bluechip Fund - Regular - Growth,173.2517,168.0996,180.2005
2024-08,Mirae Asset Large Cap Fund - Regular - Growth,127.4909,125.6493,129.0856
2024-08,Mirae Asset Tax Saver Fund - Regular - Growth,59.3137,57.1862,61.4417
2024-08,Nippon India ETF Nifty 50 BeES,243.263,235.7321,253.5149
2024-08,Nippon India Gilt Securities Fund - Regular - Growth,32.6919,32.2981,33.0493
2024-08,Nippon India Large Cap Fund - Direct - Growth,62.184,59.3248,63.7965
2024-08,Nippon India Large Cap Fund - Regular - Growth,75.5288,68.197,98.6381
2024-08,Nippon India Small Cap Fund - Regular - Growth,119.0875,112.7661,124.9677
2024-08,SBI Bluechip Fund - Direct Plan - Growth,111.1323,109.2653,113.1111
2024-08,SBI Bluechip Fund - Regular Plan - Growth,81.585,70.4618,109.2929
2024-08,SBI Magnum Gilt Fund - Regular Plan - Growth,51.4338,50.9489,51.9928
2024-08,SBI Small Cap Fund - Direct Plan - Growth,123.3783,114.8418,133.1493
2024-08,SBI Small Cap Fund - Regular Plan - Growth,214.5937,202.9564,225.2452
2024-08,UTI Flexi Cap Fund - Regular - Growth,232.2169,226.437,239.5689
2024-08,UTI Mid Cap Fund - Regular - Growth,149.5363,141.3438,154.9181
2024-08,UTI Nifty 50 Index Fund - Regular - Growth,125.3815,120.7985,128.0375
2024-07,ABSL Frontline Equity Fund - Regular - Growth,433.2893,414.7417,448.8973
2024-07,ABSL Liquid Fund - Regular - Growth,365.3985,364.5701,366.2412
2024-07,ABSL Small Cap Fund - Regular - Growth,62.8717,59.4501,67.0657
2024-07,Axis Bluechip Fund - Direct - Growth,45.9486,44.7118,47.7969
2024-07,Axis Bluechip Fund - Regular - Growth,1295.684,49.5614,5543.2316
2024-07,Axis Midcap Fund - Regular - Growth,124.9249,118.5215,131.502
2024-07,Axis Small Cap Fund - Regular - Growth,73.0145,70.9185,75.4216
2024-07,DSP Midcap Fund - Regular - Growth,133.2344,125.5335,142.0118
2024-07,DSP Small Cap Fund - Regular - Growth,157.0604,147.196,166.1511
2024-07,DSP Top 100 Equity Fund - Regular - Growth,467.3431,432.0916,498.6932
2024-07,HDFC Mid-Cap Opportunities Fund - Direct - Growth,133.1321,128.976,136.3889
2024-07,HDFC Mid-Cap Opportunities Fund - Regular - Growth,216.4342,206.7047,222.175
2024-07,HDFC Short Term Debt Fund - Regular - Growth,28.8731,28.6688,28.9516
2024-07,HDFC Top 100 Fund - Direct Plan - Growth,673.1714,168.7067,837.5433
2024-07,HDFC Top 100 Fund - Regular Plan - Growth,644.6187,634.6149,653.0019
2024-07,ICICI Pru Bluechip Fund - Direct - Growth,111.2052,108.7492,113.2163
2024-07,ICICI Pru Bluechip Fund - Regular - Growth,96.0607,89.1219,107.8549
2024-07,ICICI Pru Liquid Fund - Regular - Growth,340.3559,339.333,341.048
2024-07,ICICI Pru Midcap Fund - Regular - Growth,308.1563,301.1113,315.8735
2024-07,ICICI Pru Value Discovery Fund - Regular - Growth,264.0926,253.7134,274.2335
2024-07,Kotak Bluechip Fund - Regular - Growth,370.404,230.5055,413.6476
2024-07,Kotak Emerging Equity Fund - Regular - Growth,64.993,61.8117,66.7639
2024-07,Kotak Flexicap Fund - Regular - Growth,96.6739,94.6418,98.6051
2024-07,Kotak Liquid Fund - Regular - Growth,3780.5013,3769.772,3790.2619
2024-07,Mirae Asset Emerging Bluechip Fund - Regular - Growth,168.0967,162.0003,175.0857
2024-07,Mirae Asset Large Cap Fund - Regular - Growth,123.3777,119.8866,126.3598
2024-07,Mirae Asset Tax Saver Fund - Regular - Growth,56.5881,53.7332,59.1244
2024-07,Nippon India ETF Nifty 50 BeES,226.8211,222.4504,235.8003
2024-07,Nippon India Gilt Securities Fund - Regular - Growth,32.0371,31.6447,32.3614
2024-07,Nippon India Large Cap Fund - Direct - Growth,61.7894,59.7308,63.2796
2024-07,Nippon India Large Cap Fund - Regular - Growth,74.0332,67.6643,97.3987
2024-07,Nippon India Small Cap Fund - Regular - Growth,117.3246,112.7519,123.5161
2024-07,SBI Bluechip Fund - Direct Plan - Growth,113.1639,110.132,117.7967
2024-07,SBI Bluechip Fund - Regular Plan - Growth,81.3844,72.5285,109.9624
2024-07,SBI Magnum Gilt Fund - Regular Plan - Growth,50.7715,50.2267,51.3585
2024-07,SBI Small Cap Fund - Direct Plan - Growth,118.0475,111.8504,123.4369
2024-07,SBI Small Cap Fund - Regular Plan - Growth,209.826,196.5313,221.1786
2024-07,UTI Flexi Cap Fund - Regular - Growth,246.0552,235.9354,252.8193
2024-07,UTI Mid Cap Fund - Regular - Growth,145.1206,141.7066,150.3168
2024-07,UTI Nifty 50 Index Fund - Regular - Growth,124.6709,122.3333,129.1815
2024-06,ABSL Frontline Equity Fund - Regular - Growth,446.1404,441.3974,450.9215
2024-06,ABSL Liquid Fund - Regular - Growth,363.6755,362.6061,364.6878
2024-06,ABSL Small Cap Fund - Regular - Growth,65.7349,63.5841,68.3677
2024-06,Axis Bluechip Fund - Direct - Growth,47.8848,46.3468,49.2238
2024-06,Axis Bluechip Fund - Regular - Growth,1579.7426,47.6708,5575.0097
2024-06,Axis Midcap Fund - Regular - Growth,117.1863,114.9776,119.9853
2024-06,Axis Small Cap Fund - Regular - Growth,70.9509,69.4473,72.3142
2024-06,DSP Midcap Fund - Regular - Growth,125.7162,123.0311,129.3542
2024-06,DSP Small Cap Fund - Regular - Growth,163.0599,158.3096,167.7485
2024-06,DSP Top 100 Equity Fund - Regular - Growth,421.0662,411.5851,431.4907
2024-06,HDFC Mid-Cap Opportunities Fund - Direct - Growth,131.7535,127.8837,136.8127
2024-06,HDFC Mid-Cap Opportunities Fund - Regular - Growth,201.3405,190.5088,213.7112
2024-06,HDFC Short Term Debt Fund - Regular - Growth,28.5202,28.2258,28.7582
2024-06,HDFC Top 100 Fund - Direct Plan - Growth,624.5511,168.0277,819.5294
